 ,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,IntDen,RawIntDen
1,5096,42.656,15.404,23,146,205.365,31.595,0,217376.000,217376.000
2,5096,108.136,4.683,85,135,205.365,31.595,0,551062.000,551062.000
3,5096,40.586,14.904,23,106,205.365,31.595,0,206824.000,206824.000
4,5096,108.879,3.971,85,136,205.365,31.595,0,554846.000,554846.000
5,5096,84.460,9.054,57,113,205.365,31.595,0,430408.000,430408.000
6,5096,105.816,4.476,78,149,205.365,31.595,0,539236.000,539236.000
7,5096,107.901,5.147,76,138,205.365,31.595,0,549865.000,549865.000
8,5096,115.877,4.712,90,149,205.365,31.595,0,590507.000,590507.000
