 ,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,IntDen,RawIntDen
1,14744,24.656,3.933,20,107,218.906,85.757,0,363534.000,363534.000
2,14744,137.515,4.804,94,164,218.906,85.757,0,2027525.000,2027525.000
3,14744,24.036,3.950,19,54,218.906,85.757,0,354384.000,354384.000
4,14744,137.241,5.319,96,173,218.906,85.757,0,2023479.000,2023479.000
5,14744,23.886,4.805,8,206,218.906,85.757,0,352170.000,352170.000
6,14744,141.319,4.895,68,224,218.906,85.757,0,2083604.000,2083604.000
7,14744,22.709,3.224,19,125,218.906,85.757,0,334821.000,334821.000
8,14744,140.740,4.444,109,167,218.906,85.757,0,2075072.000,2075072.000
